80	100																																																																																																				
ID	Description	GENE1636X	GENE3839X	GENE3836X	GENE3838X	GENE3837X	GENE1641X	GENE3835X	GENE3688X	GENE3544X	GENE3546X	GENE3689X	GENE3547X	GENE1610X	GENE3390X	GENE1567X	GENE3545X	GENE2307X	GENE1702X	GENE3543X	GENE1640X	GENE3421X	GENE3332X	GENE3423X	GENE3548X	GENE3424X	GENE3422X	GENE3389X	GENE3851X	GENE1638X	GENE2487X	GENE2489X	GENE1639X	GENE3425X	GENE1609X	GENE1651X	GENE4014X	GENE3690X	GENE1637X	GENE3549X	GENE1648X	GENE2401X	GENE1646X	GENE1634X	GENE1720X	GENE1358X	GENE1645X	GENE1214X	GENE1635X	GENE2407X	GENE3321X	GENE3686X	GENE2409X	GENE4012X	GENE4013X	GENE2285X	GENE1719X	GENE2408X	GENE1659X	GENE1650X	GENE1647X	GENE2286X	GENE2304X	GENE1658X	GENE2271X	GENE3427X	GENE2270X	GENE2488X	GENE3428X	GENE1643X	GENE2305X	GENE3320X	GENE1652X	GENE1371X	GENE3685X	GENE3285X	GENE3852X	GENE3833X	GENE3426X	GENE1619X	GENE2400X	GENE1644X	GENE1172X	GENE2399X	GENE3226X	GENE3227X	GENE1213X	GENE1649X	GENE2357X	GENE1661X	GENE1618X	GENE1616X	GENE1227X	GENE3286X	GENE3684X	GENE2402X	GENE1173X	GENE3391X	GENE3850X	GENE3848X	GENE2363X
DLCL_10	DLCL	1.687270171	-1.998962225	-2.533606618	-2.364771546	-3.05699534	1.563457785	-2.308493189	-1.171670374	0.910628842	0.527936013	-1.222320895	0.50542467	0.983790706	-0.16428778	-0.147404273	0.803699963	0.274683406	0.353473106	0.769932949	1.372111371	-1.559991038	-0.136148602	-1.88640551	0.398495792	-1.582502381	-1.869522003	-0.417540388	-0.766466202	0.375984449	-0.963440452	-0.603258966	1.017557721	-1.593758053	0.494168999	0.848722649	1.203276299	-1.002835302	1.175137121	0.471657656	0.353473106	1.203276299	0.58421437	0.499796834	1.130114435	-0.479446581	0.184638034	0.336589599	1.220159806	0.657376235	0.15087102	1.237043314	0.572958699	0.921884513	1.006302049	-0.462563073	1.068208242	0.353473106	0.117104006	0.556075192	0.54481952	-0.676420831	-1.008463138	0.167754527	-0.158659945	-1.019718809	-0.034847559	-0.738327024	-1.498084846	0.235288556	-1.284227088	0.010175127	0.955651528	-0.136148602	0.145243184	0.167754527	-0.433298328	0.657376235	-1.008463138	0.15087102	0.674259742	0.488541163	1.023185556	0.511052506	-0.794605381	-1.092880674	0.601097877	0.162126691	-0.597631131	0.421007134	0.353473106	0.617981385	-0.017964052	0.179010199	0.055197813	1.124486599	1.124486599	1.366483535	-0.715815681	-0.102381587	-0.017964052
DLCL_11	DLCL	1.511906942	-1.875266412	-1.942472232	-1.418266832	-1.85734486	0.960819214	-1.794619427	-1.785658651	-2.583167721	-2.229217066	-1.736374383	-2.085844649	0.996662318	0.154349368	1.883779149	-2.327785603	-0.746208627	0.266359069	-1.90214874	1.019064258	0.557584291	-0.114473914	0.638231275	-1.539237309	0.485898082	0.571025455	-0.042787706	-1.391384504	1.359573749	-1.010551521	-1.010551521	1.063868139	0.476937306	1.193799392	0.848809513	0.804005633	-1.324178683	1.56119121	-1.306257131	0.691995932	0.709917484	0.795044857	0.857770289	0.65167244	0.777123305	0.221555188	0.163310144	1.019064258	0.158829756	0.871211453	-0.006944601	0.010976951	0.71887826	0.745760588	0.777123305	0.839848737	0.154349368	0.714397872	0.759201752	0.786084081	0.606868559	-0.334012928	0.714397872	0.284280621	0.812966409	0.459015754	-0.826855612	0.338045277	0.405251098	-0.387777584	0.714397872	0.678554768	0.163310144	0.382849158	-0.275767884	-0.988149581	-0.885100656	0.508300022	0.588947007	0.270839457	0.351486441	0.060261219	0.441094202	-0.871659492	-1.33313946	0.082663159	0.687515544	0.028898503	0.324604113	0.723358648	0.494858858	0.450054978	-0.360895256	0.23947674	0.436613814	0.208114024	0.342525665	-0.831336	-0.804453672	-0.64764009
DLCL_12	DLCL	2.629061787	-0.474925773	0.112950658	-0.224098496	-0.521955888	1.131936474	-0.083008152	-1.713385457	-0.278966963	-0.192745086	-2.058272963	-0.380865544	2.127407232	-1.39985136	1.5395308	0.402969698	-0.380865544	1.139774826	-0.388703897	0.316747822	-0.482764126	1.939286774	-0.498440831	-0.686561289	-0.443572364	-0.365188839	-2.097464725	0.402969698	0.661635328	-1.196054197	-1.39985136	0.47351487	-0.804136575	1.947125126	0.865432491	1.147613179	-2.019081201	1.225996703	-0.749268108	0.779210615	-0.62385447	0.465676518	1.24951176	1.5395308	-0.365188839	0.489191575	-0.200583439	1.006522835	-1.666355342	0.363777936	-0.992257034	-1.862314153	0.630281919	0.834079082	-0.953065271	1.492500685	-1.517426646	0.630281919	1.57088421	0.489191575	-1.59581017	-1.431204769	0.520544985	-0.663046232	-0.412218954	-0.380865544	-1.227407606	-0.859005042	0.47351487	-1.462558179	0.191334183	0.544060042	0.120789011	-0.412218954	0.191334183	-0.090846505	-0.01246298	-0.608177765	1.006522835	-0.482764126	0.308909469	1.21815835	-0.420057306	0.089435601	-0.467087421	-0.0751698	0.967331073	-0.451410716	0.512706632	0.857594139	0.685150385	0.301071117	0.199172535	-0.59250106	-0.380865544	1.273026817	1.367087046	0.026728782	-0.474925773	-0.937388567
DLCL_13	DLCL	0.608021607	1.399327599	0.167577707	0.45871859	0.578161004	-0.466960117	-0.06384197	0.085461047	0.481114043	0.525904948	0.048135293	0.36913678	2.295145702	-0.422169212	0.89169734	0.294485271	-0.280331345	1.279885185	0.264624668	-0.57893738	-1.497150936	-1.004450979	-1.61659335	-0.048911668	-1.601663048	-1.70617516	-0.787961604	-0.272866194	0.652812513	0.787185228	0.496044345	0.258652547	-1.750966065	2.339936608	0.301950422	-0.183284384	-0.123563177	0.309415573	0.040670142	1.32467609	-2.273526626	1.309745789	-0.108632875	-0.795426755	-1.44489488	1.070860961	-0.175819233	1.018604905	-0.481890419	0.839441284	-0.907404018	-0.422169212	-0.429634362	-0.160888931	-0.302726798	-0.914869169	-0.347517703	1.167907922	0.988744301	1.182838224	-0.459494966	-0.66851919	1.093256414	0.100391349	-1.579267595	-0.056376819	0.749859474	-1.810687272	0.824510983	-0.564007078	0.510974646	0.578161004	0.175042857	0.152647405	0.615486758	-0.571472229	0.182508008	-1.527011539	1.294815487	-1.743500914	0.727464021	-0.832752509	-2.348178134	0.779720077	0.570695853	0.212368612	0.809580681	-0.519216173	1.332141241	1.167907922	0.981279151	2.392192664	0.705068569	0.130251952	-1.698710009	-0.75063585	-1.512081238	-0.608797983	-0.414704061	-1.086567638
DLCL_14	DLCL	-0.333452376	-0.11344207	-0.434538192	-0.434538192	-0.648602273	-0.553462681	-0.422645743	-2.438415838	1.414737618	0.915254763	-2.087588594	1.00444813	1.034179252	0.189815378	0.207654051	1.16499619	-0.220474111	0.540642621	1.129318844	-0.678333395	2.223424146	-0.696172068	2.205585473	0.983041722	1.914220474	1.973682718	0.082783337	1.890435576	-0.143173193	-0.184796764	0.035213541	-1.314579413	1.753672413	0.16603048	0.356309663	0.010239399	-1.861632064	-0.381022172	0.701190682	0.213600275	-1.439450127	-0.184796764	-0.714010742	-1.165923801	-0.309667478	-0.151497907	-0.155065642	-0.11344207	-0.529677783	-0.803204109	-0.45832309	-0.3393986	-0.214527886	-0.083710948	-0.678333395	-1.12430023	-0.589140028	1.075802823	-0.547516457	0.160084255	-0.826989007	-1.12430023	0.903362314	-0.892397476	1.795295984	-1.17781625	-0.601032477	1.640694148	-0.678333395	-0.714010742	-0.981590843	1.129318844	-0.321559927	1.480146087	0.017374868	1.599070577	-0.559408906	1.783403535	0.237385173	-1.17781625	-0.268043907	-1.255117169	-1.159977577	0.243331398	0.011428643	-0.273990131	-0.143173193	-0.999429516	0.053052215	0.005482419	0.231438949	-0.172904315	0.04710599	1.16499619	-1.332418087	-1.24322472	-0.428591967	1.783403535	1.343382925	0.064944664
DLCL_15	DLCL	0.390405475	2.082351228	0.239451207	0.918745413	1.164046098	-0.39581467	0.14510479	-1.609738574	0.57909831	1.044540636	-1.867618781	1.050830397	1.704965558	1.692386036	2.698747821	0.648285683	-1.389596933	0.761501384	0.667154966	-0.270019447	-1.106557681	-0.873836518	-1.005921502	0.830688757	-0.848677473	-1.068819114	1.277261799	-0.358076103	0.352666908	-0.748041295	-0.804649145	-0.6662744	-1.169455293	1.220653948	1.031961114	0.57909831	-1.616028335	0.050758373	0.566518788	0.484751893	-0.345496581	0.79295019	0.509910937	0.516200698	-1.32040956	1.503693201	-0.446132759	1.359028694	-0.049877806	-1.943095915	-1.125426965	0.270900013	0.428144042	0.560229027	-0.609666549	0.597967594	0.057048134	1.044540636	1.088568964	0.296059058	-0.634825594	-0.509030371	1.101148486	-0.446132759	-0.949313652	-0.628535833	-0.748041295	-1.150586009	0.723762817	-0.521609893	-2.301612302	0.384115714	-1.119137203	-0.810938906	0.711183294	-0.314047775	0.491041654	-0.987052219	0.969063502	-0.043588045	0.673444727	-1.710374752	-0.358076103	-1.150586009	-1.578289768	0.025599328	1.333869649	-0.106485656	0.516200698	0.855847801	0.465882609	-0.093906134	0.730052578	-0.93673413	-0.483871326	-1.678925947	1.566590812	-0.370655625	0.365246431	-0.848677473
DLCL_16	DLCL	2.001224472	-1.070054881	-0.662640273	-1.383450733	-1.461799696	1.02969733	-0.897687162	-0.451098072	-0.176876702	-0.278730354	-0.552951724	-0.106362635	1.805352064	0.872999404	0.912173885	-0.372749109	-0.607795998	1.374432767	-0.239555872	0.575273344	-0.263060561	2.581006798	-0.270895457	-0.247390768	-0.372749109	-0.372749109	0.119282379	-0.396253798	1.061036915	1.382267663	1.397937456	1.202065048	-0.43542828	1.186395256	1.523295797	-0.701814754	-0.49810745	1.296083804	-0.20038139	1.076706708	-0.443263176	0.810320233	0.457749899	1.554635382	0.003325913	0.951348367	-1.430460111	1.45278173	-1.406955422	-0.913356954	-1.422625214	-1.563653348	-1.015210606	-0.897687162	-1.642002311	1.609479656	-1.939728371	0.418575418	1.319588493	0.849494715	-0.750782856	-1.446129903	0.442080107	-0.803668406	-0.302235042	-0.936861643	0.982687952	-0.451098072	0.489089485	-1.359946044	-0.693979858	0.974853056	-0.64697048	-0.317904835	-0.850677784	0.034665499	-0.552951724	-0.380584006	0.927843678	-0.482437658	0.920008781	-0.521612139	-0.325739731	1.068871811	1.006192641	-2.119930986	0.700631685	-0.43542828	0.630117618	0.763310855	0.935678574	0.536098862	-0.897687162	-0.607795998	-0.701814754	-0.474602761	1.578140071	-0.372749109	-0.787998614	-0.897687162
DLCL_17	DLCL	2.286350688	-0.124115916	0.054192572	-0.38827664	-0.467524857	0.906110906	-0.124115916	-0.163740025	-0.163740025	-0.441108784	-0.163740025	-0.368464585	1.328768064	0.813654653	0.140044808	-0.328840477	-0.064679753	1.665572987	-0.077887789	1.110835467	-1.075094521	0.99856716	-1.055282467	-0.256196278	-1.061886485	-1.134530684	0.017210071	-0.672249418	0.972151087	0.569305984	0.569305984	0.820258671	-1.160946757	0.886298852	2.035398	-0.507148965	-0.031659663	1.408016281	-0.295820386	1.705197096	-0.718477544	1.546700661	1.071211359	0.390997495	-0.209968151	1.223103775	-1.075094521	1.526888607	-0.342048513	0.126836771	-3.254420492	-0.176948061	-0.876973979	-0.678853436	-1.332651227	0.430621604	-0.447712803	0.549493929	1.903317638	1.513680571	-1.636436059	-1.226986937	0.589118038	-1.246798992	-0.936410141	-1.299631137	0.324957314	-1.200570865	0.767426526	-1.200570865	-0.163740025	1.361788155	-0.209968151	-1.735496331	0.33816535	-0.540169056	-0.256196278	-0.744893617	0.853278762	-0.163740025	0.932526979	-0.672249418	-0.163740025	0.701386346	0.608930092	-1.768516421	1.071211359	-0.124115916	1.401412263	0.807050635	0.727802418	0.549493929	0.285333206	-2.224193669	-0.540169056	-0.738289599	-0.725081562	-0.80432978	-0.163740025	-0.163740025
DLCL_18	DLCL	2.504055584	-1.334519982	-1.477536956	-1.809336334	-1.643436645	1.274109613	-1.506140351	0.192901294	-0.064529258	0.101370431	0.101370431	-0.133177406	1.239785539	0.364521662	0.416007772	-0.104574011	-0.11029469	0.507538635	-0.236149627	0.85650005	-1.225827083	2.183697564	-0.287635737	0.232946046	-0.156060121	-0.3791666	-0.224708269	1.096768566	1.754646644	-0.3791666	-1.157178935	1.972032443	-0.310518453	-0.121736048	1.028120419	-0.453535426	-0.173222158	1.542981523	0.004118889	0.867941408	-0.676641905	1.256947576	1.88050158	1.23406486	-0.619435115	1.251226897	-1.431771524	1.468612697	-1.283033872	0.009839568	-2.169739107	-0.951234494	-0.567949005	-0.402049316	-1.13429622	1.113930603	-1.29447523	0.907986161	1.199740787	0.993796345	-1.288754551	-0.962675852	0.816455298	-0.510742216	-0.453535426	-0.630876473	-0.733848694	-0.493580179	1.085327208	-0.934072457	-0.659479868	0.461773204	-0.556507647	-0.333401168	0.925148198	-0.116015369	0.15857722	-0.716686657	0.095649752	-0.144618764	0.850779372	-0.058808579	-1.529023066	0.084208394	-0.625155794	-1.122854862	1.068165171	-1.317357946	0.679159003	0.370242341	-0.133177406	-0.482138821	0.936589556	-0.751010731	-0.842541594	-0.064529258	0.713483077	0.810734619	1.943429049	-1.277313193
DLCL_19	DLCL	1.660384318	-1.749557757	-2.515695756	-2.277062609	-1.843755052	0.605374615	-2.364980084	-0.537552563	0.643053533	0.460938763	-0.462194727	0.51117732	0.774929746	-0.054006449	-0.59407094	0.278823993	-1.15297489	0.159507419	0.486058042	0.718411369	0.555136058	0.8879665	0.467218583	0.159507419	0.530016779	0.435819484	-0.437075448	1.001003254	0.454658943	-1.303690562	-1.171814349	0.900526139	0.555136058	-0.512433284	1.227076762	-1.14669507	-0.374277252	0.756090287	0.077869764	0.668172812	-0.254960678	0.818888484	0.70585173	0.869127041	-0.694548054	0.774929746	-1.956791806	0.844007762	0.109268862	1.107760188	-2.685250887	0.297663452	-1.347649299	-1.498364971	-1.228332726	0.781209566	0.429539665	1.44687045	0.34162219	0.643053533	-1.115295972	-1.71187884	1.471989728	0.228585436	0.473498402	-0.261240498	-1.190653808	0.423259845	0.040190846	-1.404167676	0.837727943	0.128108321	-0.845263726	0.730971009	0.159507419	0.768649926	1.352673155	0.530016779	-0.39939653	-0.060286269	0.165787239	0.931925238	0.071589944	1.132879467	1.296154778	-0.820144448	0.278823993	-2.339860806	0.768649926	-0.254960678	-0.261240498	-0.386836891	0.347902009	0.297663452	-0.022607351	0.818888484	-0.512433284	0.668172812	1.81737981	-0.135644105
DLCL_20	DLCL	2.666898129	-1.612837093	-1.708346593	-1.785663807	-1.967586665	1.852793342	-1.66741395	-1.849336807	0.179103053	-0.093781233	-1.862981022	-0.11652159	0.874957983	0.470179625	0.724871625	-0.157454233	-0.857857234	0.502016125	0.292804839	1.702706984	-0.434886591	1.952850913	-0.507655734	-0.002819804	-0.416694305	-0.525848019	0.242776053	-0.816924591	0.752160054	-0.816924591	-0.848761091	1.957398985	-0.339377091	0.01082441	1.102361555	-0.612261377	-1.512779521	1.757283841	0.097237767	1.52988027	-0.68503052	1.266092126	1.798216484	1.270640198	0.438343125	1.02504434	-0.494011519	1.448014984	-1.212606806	-0.84421302	0.370122053	-1.685606236	-0.71686702	-0.534944162	-0.930626377	1.202419126	-0.412146234	0.67484284	1.52988027	1.352505484	-1.258087521	-0.462175019	0.756708126	0.13817041	-0.002819804	-0.089233162	-0.302992519	-0.216579162	0.788544626	-0.366665519	-0.416694305	1.379793912	-0.230223376	-0.221127233	-0.662290163	-0.257511805	-0.030108233	-0.457626948	0.570237197	-0.603165234	0.874957983	0.047208982	-0.675934377	0.64300634	0.461083482	-1.053424306	0.988659769	-0.607713305	0.811284983	0.702131268	0.401958554	0.529304554	-0.594069091	-0.657742091	-0.494011519	-0.016464019	0.051757053	-0.816924591	-0.307540591	-1.358145092
DLCL_21	DLCL	2.001266875	-1.460229151	-1.456018085	-1.923446381	-1.868702526	1.436984068	-1.451807019	-1.582350057	0.093654102	-0.020044673	-1.645516043	0.005221721	1.175897993	0.350529111	0.573715594	-0.116899185	-0.43694018	0.990611101	0.186297548	1.748602932	-1.295997588	1.967578349	-1.363374639	0.034699182	-1.317052916	-1.380218902	0.089443036	-1.026489381	1.348551688	-0.491684034	-0.710659452	1.479094725	-1.245464799	0.935867247	1.390662345	-0.533794691	-1.211776273	1.403295542	0.047332379	1.142209467	-0.310608208	1.079043481	1.677014814	1.719125472	0.855856998	1.306441031	1.066410284	0.956922575	-0.971745527	-0.403251654	0.396850834	-0.727503715	-0.521161494	-0.428518048	-0.175854105	1.735969734	-0.895946344	0.375795505	1.04114389	1.079043481	-0.335874602	-0.618016006	0.283152059	-0.462206574	-0.853835686	-0.567483217	-0.327452471	-0.997011921	0.893756589	-0.352718865	-0.630649203	0.935867247	0.186297548	-0.521161494	-0.281130748	-0.483261903	-1.178087747	-0.895946344	1.458039397	-0.327452471	1.079043481	0.266307796	-0.167431973	-0.538005757	-0.811725029	0.156820088	0.92323405	-1.304419719	0.523182806	1.584371368	1.255908242	-0.108477053	-0.512739363	-0.98858979	-0.146376645	0.102076233	0.165242219	-0.967534461	-0.386407391	0.232619271
DLCL_22	DLCL	2.314429472	-1.546944065	-1.846275347	-2.140617775	-2.150595484	1.765655455	-1.691620852	-1.851264202	-0.933314937	-0.703827621	-1.921108168	-0.628994801	0.298932174	0.737951387	2.379284583	-0.80859357	1.047260379	-0.204942151	-0.663916783	1.571090122	-0.274786117	0.004589746	-0.234875279	-0.549173125	-0.194964442	-0.399507484	0.249043627	0.827750772	1.740711182	-0.633983655	-0.47932916	2.020087045	-0.204942151	0.039511729	1.436391045	-0.534206561	-1.22266851	1.546145849	-0.534206561	1.047260379	-0.444407177	1.206903729	1.022316105	0.732962532	0.643163148	0.717995968	0.039511729	1.670867216	-1.342401023	-0.993181194	-0.314696954	-1.112913706	-0.913359518	-0.833537843	-0.249841843	0.678085131	-1.302490185	0.937505575	1.396480208	1.057238088	-0.229886425	-0.454384886	1.087171216	0.618218874	-0.170020168	0.458575524	-0.404496339	-0.14008704	0.608241165	-0.374563211	-0.953270356	1.127082054	0.35879843	0.174210806	-0.179997878	1.032293814	-1.132869125	-0.389529775	0.802806498	-0.070243074	0.378753849	-0.339641228	-0.184986732	-0.594072818	-1.018125467	-0.075231929	1.476301883	-1.452155826	0.693051695	1.01732725	0.513452926	-0.060265365	-0.204942151	-0.643961365	-0.349618937	-0.165031313	-0.544184271	0.224099353	0.453586669	-0.160042459
DLCL_23	DLCL	2.683570384	-1.91580707	-1.700517062	-2.116418214	-1.713238744	1.905590581	-1.695624107	-1.499905917	-0.364740418	-0.24241655	-1.685838197	-0.261988369	0.677458941	1.06889532	0.7899969	-0.359847463	0.388774612	0.599171665	-0.193487002	1.861553988	-0.403884056	1.54351193	-0.423455875	-0.237523595	-0.320703825	-0.540886789	0.838926448	-0.482171332	1.969198992	-0.570244517	-0.619174064	0.848712357	-0.487064286	0.829140538	1.724551255	-0.638745883	-1.137827267	1.954520128	-0.32559678	0.946571452	-0.594709291	0.804675764	1.851768079	0.926999633	-0.276667233	1.044430547	-0.169022228	1.744123074	-1.025289308	-0.736604978	-1.891342296	-1.235686361	-0.619174064	-0.477278377	-0.266881323	0.741067353	-1.260151135	0.677458941	1.17164737	0.902534859	-0.286453142	-0.33538269	0.555135073	-0.658317702	-0.467492468	-0.42834883	-0.526207924	-0.70724725	0.70681667	-0.164129274	-0.310917916	2.032807404	-0.124985636	-1.250365226	-0.090734953	-0.188594047	-0.247309504	-0.257095414	0.648101213	-0.394098146	0.506205525	0.398560521	-0.403884056	-0.076056088	-0.306024961	0.638315303	1.328221922	-1.519477736	0.843819402	0.633422349	0.471954842	-0.061377224	-0.115199726	-1.26504409	-0.447920649	0.403453476	-0.036912451	-0.599602245	0.158805739	-0.061377224
DLCL_24	DLCL	2.857473431	-1.337773057	-1.735164511	-1.654680166	-1.669770981	2.138144597	-1.644619623	-2.077222978	-0.497717705	-0.583232322	-1.966557003	-0.437354446	0.644153941	-0.714019383	2.460081977	-0.306567386	-0.558080964	0.317186289	-0.462505804	2.107962967	-0.392082002	-0.371960916	-0.482626891	-0.432324175	-0.442384718	-0.457475533	-1.020865948	-0.311597657	2.329294916	-0.880018344	-0.452445261	2.218628942	-0.442384718	0.397670634	1.459057935	0.35239819	-1.388075773	2.097902424	-0.296506842	1.222635171	-0.661704558	0.93087942	1.438936849	0.548578781	1.247786529	0.940939963	-0.296506842	2.027478622	-0.890078888	-0.463763372	-0.205961954	-0.76935237	0.236701944	0.126035969	-0.789473456	0.523427423	-1.227107083	0.357428461	0.935909692	1.046575666	-0.594298919	-0.361900373	0.271913845	0.126035969	-0.16068951	-0.120447338	-0.613413951	-0.336749015	0.654214484	-0.135538152	-0.470051212	0.593851225	0.664275027	0.221611129	-0.613413951	0.246762487	-0.532929606	-0.3216582	0.905728062	-0.76935237	0.568699867	-0.442384718	-0.729110197	0.1914295	0.121005698	-0.346809558	1.2176049	-0.638565309	0.357428461	0.764880459	0.664275027	0.201490043	-0.693898296	-0.055053807	-0.70395884	-0.326688472	0.297065203	-0.371960916	-0.482626891	-0.890078888
DLCL_25	DLCL	2.980278693	0.53773142	-0.389818177	-0.210491922	-0.000247347	2.194953367	-0.544409777	-0.909245952	0.321303181	0.47589478	-0.779389008	0.401690812	-0.482573137	0.482078444	1.180832474	0.265650205	-1.261714799	-0.445471153	0.686139356	1.953790472	0.197629901	1.187016138	0.154344253	0.222364557	0.179078909	0.049221965	0.358405164	1.032424539	1.90432116	-0.365083522	-0.445471153	2.337177639	0.172895245	0.148160589	1.23648545	-0.995817248	-0.618613745	1.990892456	0.135793261	0.834547291	-0.835041984	0.846914619	2.337177639	0.333670509	0.47589478	0.655221036	0.426425468	1.149914154	-1.595632654	0.080140285	-1.416306399	-1.218429151	-1.175143503	-1.070021216	-1.138041519	-0.024982002	-1.484326702	0.216180893	0.154344253	0.760343323	-1.502877694	-0.865960304	0.209997229	-1.175143503	0.135793261	-1.317367775	-0.556777105	-0.117736962	0.710874011	-0.674266721	-0.340348866	0.741792331	0.135793261	0.611935388	-0.742287025	1.409628042	-2.084142109	0.148160589	0.432609132	-0.804123664	0.56864974	-1.49669403	-0.865960304	-1.063837552	-1.348286095	-0.402185505	0.853098283	-1.088572208	-0.420736497	0.512996764	0.389323484	-0.773205344	-1.305000447	-0.055900322	-0.896878624	-1.564714334	0.234731885	0.791261643	0.822179963	-0.896878624
DLCL_26	DLCL	1.89676254	1.721520551	-0.511691462	1.514824872	1.380023342	1.317115961	-0.844201902	-2.367459191	1.236235043	1.173327663	-2.461820262	1.254208581	0.593681084	2.143898678	1.887775771	1.200287969	-1.037417429	0.171302957	1.137380588	1.285662271	-0.916096052	-1.149752037	-0.866668824	1.18830561	-1.113804962	-1.082351272	-0.114026948	0.481346476	1.281168887	-0.313982551	-1.05988435	1.35755642	-1.023937276	0.854297375	0.984605521	-0.871162208	-1.737262038	1.281168887	1.18830561	0.858790759	-0.358547546	0.83272913	0.759936304	-0.754334216	0.144342651	0.638614927	-0.138740562	0.971125368	-1.136271884	0.148836035	-0.662219837	-1.154245421	-0.871162208	-0.871162208	-1.023937276	-0.691426835	-1.154245421	0.616148006	1.123900435	0.728482614	-0.650986376	-0.435303928	0.602667853	0.153329419	-0.902615899	0.018527889	-0.313982551	-0.830721749	0.562227394	-0.384753354	-0.217374788	0.51729355	0.045488195	-1.455302171	-0.588078995	0.395972173	-0.809378174	-0.916096052	0.903724603	-0.358547546	0.35103833	-1.639530929	-1.118298347	0.342051561	0.220730184	0.252183875	0.813856916	-0.480237771	0.333064793	0.737469382	0.571214162	0.103902192	-0.619532686	-0.714792434	-0.358547546	-1.333980794	-1.383408022	0.180289725	0.301611102	-0.961029895
DLCL_27	DLCL	1.248928658	-1.465185388	-1.945001978	-1.484571917	-1.789909747	0.517087192	-1.935308714	-1.726903528	0.124509982	0.085736924	-1.770523218	0.231135891	1.849911054	-0.321380183	1.088989795	0.11966335	-0.907822682	1.244082026	0.177822936	0.182669569	0.478314134	-0.839969831	0.502547295	0.192362833	0.454080973	0.478314134	-0.617024749	0.807885126	0.182669569	-0.936902475	-0.767270348	-0.428006092	0.391074754	2.135862355	0.696412584	-0.413466195	-1.42641233	0.623713101	0.221442626	1.29739498	-1.358559479	1.282855084	0.618866469	1.2101556	-0.093588468	1.292548348	0.391074754	0.589786675	-0.854509728	-1.314939789	-1.16469419	-0.932055843	-0.776963612	-0.578251691	0.168129672	1.055063369	-0.980522165	1.234388761	0.473467502	1.142302749	0.042117234	-0.37953977	1.132609485	-0.117821629	0.415307915	-0.035428882	-0.912669314	0.357148329	1.147149381	-0.229294171	-1.319786421	1.433100683	0.604326572	0.677026056	-1.271320099	0.638252998	-1.067761546	0.536473721	1.622119339	-1.135614397	0.895124506	-0.132361526	-0.85935636	-1.188927351	-1.484571917	-0.432852724	1.142302749	-1.028988488	1.544573224	1.660892397	1.51549343	1.006597047	-1.169540822	0.584940043	-1.067761546	-0.190521113	-0.907822682	0.46862087	0.211749362	-0.665491071
DLCL_28	DLCL	1.99684124	-0.957805191	-1.470703755	-1.111236385	-1.146306373	1.365581468	-1.672356182	-1.514541239	-0.519430349	-0.703547783	-1.689891176	-0.646559053	1.597920134	-1.115620134	2.807834696	-0.668477796	-0.82190899	1.383116462	-0.528197846	1.071870324	-0.9315027	0.515134276	-0.970956436	-0.703547783	-1.010410172	-0.992875178	-0.538718842	-0.830676487	1.606687631	-0.782455254	-0.65532655	1.115707809	-1.049863907	1.777653819	1.093789067	-0.453674123	-1.238365089	1.505861417	-0.563267834	1.106940312	-1.093701392	1.089405318	1.234069016	0.992962853	0.103061925	0.949125369	0.462529295	1.063102828	-1.26466758	-0.01968303	0.208271887	-1.141922624	-0.607105318	-0.57203533	0.063608189	1.023649092	-0.853471979	1.422570198	1.405035204	0.935974124	0.002235712	-0.326545419	1.413802701	0.146899409	-0.73861777	0.085526932	-0.861362726	-0.808757745	0.874601646	-0.15996298	-0.177497973	1.339278978	0.076759435	-0.716699028	-0.309010426	-0.756152764	-0.18626547	-0.830676487	1.312976487	-0.913967707	1.159545293	0.471296792	-0.839443984	-0.865746474	-0.245007699	0.436226805	1.177080286	-0.208184212	0.852682904	1.269139003	1.405035204	0.861450401	-0.326545419	-0.361615407	-0.690396538	0.554588012	-0.164346728	-0.760536512	-0.479976614	-0.769304009
DLCL_29	DLCL	1.817385113	-1.941480115	-2.094457188	-2.063861773	-2.173131111	1.109319803	-2.278029676	-1.784132268	-1.731682986	-1.722941439	-1.884660059	-1.569964365	1.13117367	-1.307717954	0.156491175	-1.622413648	-0.311181592	0.213311231	-1.622413648	1.052499747	0.685354771	0.851444165	0.663500903	-1.583076686	0.471186869	0.549860792	-0.21240211	-0.800708226	1.27977997	-1.132887013	-0.752629717	1.450240137	0.42310836	0.803365656	0.851444165	1.380307761	-1.83658155	1.327858479	-1.434470386	1.122432123	-0.27184463	0.973825823	0.917005768	1.179252179	-0.009598219	0.750916374	0.283243607	0.855814938	-0.245619989	-0.726405076	0.252648193	-0.43356325	1.183622952	1.262296876	-0.066418274	1.174881405	-0.437934024	0.405625266	1.122432123	0.825219524	-0.118867557	-0.451046344	0.34880521	0.243906646	0.392512945	0.12589576	-1.14162856	0.383771398	0.67224245	-0.306810818	-0.717663529	0.816477977	-0.127609104	0.322580569	-0.599652644	-0.608394191	-0.083901368	0.427479133	0.965084276	-0.210653801	0.790253336	0.392512945	-0.022710539	0.431849907	0.322580569	-0.057676727	0.73343328	0.431849907	0.580456207	0.864556485	0.864556485	0.833961071	-0.643360379	0.016626422	-0.12323833	0.453703774	0.833961071	-0.673955794	-0.752629717	-0.083901368
